date,category,amount
2024-06-03 19:55:39 +0000,Restuarant,60.76
2024-12-19 07:15:45 +0000,cab,6.78
8/22/2024,supermarket,21.18
6/13/2024,Phone Bill,59.15
2024-08-21 06:46:44 +0000,Restuarant,25.79
20241118,utilities,149.27
2024-03-13 20:10:29 +0000,HEALTH,-21.06
2024-12-28 18:35:33 +0000,Clothing,48.08
11/21/2024,Phone Bill,33.63
2024-05-12 14:33:19 +0000,Transportation,18.03
2024-12-17 06:01:19 +0000,transport,20.8
3/20/2024,OTHER,37.62
1/15/2024,cafe,2.45
20240702,Transport,25.08
2024-03-19 21:07:19 +0000,COMMUNAL,-49.01
8/6/2024,Transportation,12
2024-01-25 16:54:48 +0000,Restaurent,69.76
2024-06-11 23:30:23 +0000,Entertainment,34.99
2024-05-17 13:00:05 +0000,TRANSPORT,-29.57
2024-09-04 09:56:35 +0000,cafe,5.21
3/24/2024,Restaurant,52.23
2024-09-08 13:14:05 +0000,healthcare,88.71
12/12/2024,LEARNING,354.22
2024-05-31 08:47:21 +0000,travel,568.45
2024-01-13 14:30:54 +0000,Sports,76.63
2024-01-29 02:53:19 +0000,Rent,816.96
7/30/2024,Transports,15.04
2024-03-29 14:01:28 +0000,Cafe,2.86
2024-09-07 05:16:25 +0000,Motel,159.21
2024-05-23 19:47:48 +0000,MARKET,5.99
20241030,OTHER,75.64
2024-04-09 18:10:42 +0000,OTHER,193.79
2024-11-11 15:59:34 +0000,Sports,42.12
2024-11-14 13:02:59 +0000,TRANSPORT,17.86
2024-08-02 11:21:44 +0000,Transportation,10.97
6/3/2024,Learning,350.25
20241005,coffee,6.77
2024-12-06 21:45:45 +0000,Clothing,160.98
2024-12-21 09:34:48 +0000,Phone,52.26
2024-10-26 13:53:27 +0000,Restaurant,70.93
2024-07-21 14:03:08 +0000,Sports,67.55
7/15/2024,restaurant,69.36
2/7/2024,TAXI,40.94
2024-12-17 12:43:02 +0000,COFFEE,8.05
2024-11-21 00:06:58 +0000,fuel,23.07
4/23/2024,Restaurent,77.61
2024-06-14 20:27:15 +0000,Coffe,3.95
20240509,coffee,3
2024-06-18 04:23:51 +0000,Market,56.19
2024-12-30 12:02:47 +0000,Coffee,9.28
20240908,TAXI,37.44
2024-03-04 04:31:29 +0000,Transportation,11.27
2024-05-07 13:49:49 +0000,clothes,243.12
2024-02-09 21:13:29 +0000,utilities,138.95
11/5/2024,Other,43.56
2024-10-21 17:31:11 +0000,Market,68.86
2024-03-22 11:10:23 +0000,sports,113.89
2024-06-29 04:37:48 +0000,Transport,23.41
3/7/2024,MARKET,61.85
12/22/2024,Transports,9.56
2024-08-30 02:19:27 +0000,Event,177.06
2024-06-06 18:18:57 +0000,Phone Bill,52.24
2024-09-29 15:25:17 +0000,TRAVEL,319.14
2024-05-04 18:50:35 +0000,film,16.02
2024-07-23 11:06:47 +0000,Sport,49.96
2024-01-31 22:12:22 +0000,COMMUNAL,53.4
2024-10-14 11:31:28 +0000,Restaurent,63.56
20241012,MARKET,-5.28
2024-07-07 03:42:55 +0000,transport,5.03
2024-11-24 09:51:23 +0000,Transportation,11.43
5/15/2024,hotel,168.1
2024-04-12 09:39:51 +0000,Other,139.8
2024-04-10 17:11:25 +0000,Biz Lunch,112.61
20241215,Sport,62.31
2024-06-24 19:14:50 +0000,film,57.6
20241013,travelling,-23.54
2024-12-28 11:15:16 +0000,rent car,159.39
1/27/2024,Rental,N/A
2024-12-11 12:57:40 +0000,business lunch,90.56
2/29/2024,healthcare,144.28
6/12/2024,MARKET,52.68
5/29/2024,HEALTH,89.84
8/14/2024,supermarket,92.55
20240506,Coffe,5.39
2024-04-01 07:21:40 +0000,Education,172.93
20240803,Health,272.38
2024-01-18 10:08:23 +0000,Coffee,unknown
21-Apr-24,Restaurant,33.84
21-Dec-24,film,31.36
21-Oct-24,MARKET,
21/04/2024,Transport,11.66
21/09/2024,Mobile,30.02
21/01/2024,Gas,65.13
21/07/2024,supermarket,-39.21
21/09/2024,fuel,53.96
21/03/2024,Supermarket,51.29
21/10/2024,Communal,181.72
21/11/2024,Market,90.82
22-Apr-24,Restuarant,45.66
22-Aug-24,Taxi,38.28
22-Dec-24,Communal,111.44
22-Jan-24,Supermarket,119.88
22-Mar-24,events,80.11
22-Sep-24,Restaurant,72.87
22/07/2024,health,191.95
22/01/2024,travelling,677.96
22/09/2024,market,37.66
22/11/2024,RENT,728.64
23-Apr-24,RESTAURANT,40.07
23-Aug-24,cafe,3.33
23-Dec-24,COFFEE,6.26
23-Oct-24,Travelling,340.29
23-Oct-24,supermarket,19.74
23/07/2024,coffee,-2.83
23/05/2024,TAXI,14.8
23/07/2024,Cafe,3.79
23/04/2024,restaurant,73.64
23/06/2024,resto,64.6
23/01/2024,HEALTH,54.42
23/02/2024,Market,84.86
23/02/2024,Fuel,78.46
23/09/2024,COFFEE,4.61
23/03/2024,Business Lunch,104.65
23/11/2024,fuel,-23.91
24-Aug-24,clothes,116.04
24-Dec-24,Transport,8.86
24-Mar-24,film,18.74
24/09/2024,Mobile,52.58
24/08/2024,Phone,38.67
24/06/2024,gas,22.07
25-Feb-24,Coffe,??
25-Jan-24,learning,367.76
25-Jun-24,utilities,71.49
25-Jan-24,Transportation,18.9
25-Mar-24,TAXI,36.47
25-Nov-24,Healthcare,270
25/08/2024,Supermarket,12.52
25/08/2024,Coffee,5.52
25/05/2024,Biz Lunch,36.28
25/03/2024,Restaurent,12.53
25/11/2024,Phone,49.49
26-Aug-24,Transportation,28
26-Apr-24,Transport,10.57
26-Feb-24,Healthcare,10.13
26-Mar-24,Healthcare,116.76
26-Nov-24,Biz Lunch,21.95
26/01/2024,Restaurant,46.76
26/03/2024,market,48.28
26/03/2024,Phone Bill,58.29
26/08/2024,market,103.89
26/10/2024,car rental,116.4
27-Apr-24,restaurant,70.34
27-Aug-24,transport,3.12
27-Dec-24,miscellaneous,??
27-Feb-24,RESTAURANT,27.76
27-Jul-24,Clothes,199.75
27-Nov-24,taxi,17.48
27/07/2024,transport,5.95
27/06/2024,fuel,57.34
27/04/2024,TAXI,44.98
27/05/2024,business_lunch,84.51
27/10/2024,misc,165.38
28-Jan-24,COFFEE,7.59
28/05/2024,Cab,N/A
28/09/2024,cafe,-8.48
28/03/2024,Travelling,278.59
28/07/2024,Restuarant,60.18
28/09/2024,Restuarant,34.67
28/06/2024,TRANSPORT,21.43
28/07/2024,Sports,49.58
28/10/2024,RESTAURANT,42.67
28/11/2024,Supermarket,39.77
29-Aug-24,health,107.24
29/02/2024,PHONE,38.15
29/06/2024,business_lunch,65.1
29/08/2024,tech,851.45
29/08/2024,cafe,3.5
29/11/2024,gas,93.58
29/12/2024,Event,-17.03
30-Jun-24,Phone Bill,39.48
30-Jun-24,sports,13.79
30-Oct-24,Taxi,32.18
30/09/2024,Gas,76.22
30/08/2024,restaurant,50.6
30/05/2024,Restaurant,58.43
30/10/2024,supermarket,99.22
30/12/2024,FUEL,
31-Oct-24,OTHER,48.97
31/03/2024,TRANSPORT,29.6
31/03/2024,Clothes,197.88
15-Apr-24,Cab,26.77
19-Apr-24,Rent Car,103.31
2-Apr-24,Sports,41.32
17-Apr-24,market,17.31
21-Apr-24,hotel,220.26
9-Apr-24,Communal,158.72
12-Apr-24,tech,1113.17
25-Apr-24,Coffee,5.09
7-Apr-24,Restaurant,67.93
14-Apr-24,RESTAURANT,35.56
18-Apr-24,other,154.51
23-Apr-24,Other,-47.3
18-Aug-24,Restaurant,49.05
1-Aug-24,Restaurent,11.52
15-Aug-24,Health,95.5
28-Aug-24,COFFEE,4.48
8-Aug-24,market,50
30-Aug-24,Supermarket,96.67
16-Aug-24,resto,72.3
3-Aug-24,Restaurant,61.12
28-Dec-24,other,53.49
13-Dec-24,car rental,118.6
12-Dec-24,Supermarket,60.71
11-Dec-24,Rent,1326.8
15-Dec-24,supermarket,109.86
21-Feb-24,coffee,3.71
11-Feb-24,Health,72.46
1-Feb-24,Transports,8.38
25-Feb-24,Utilities,61.38
18-Feb-24,Transports,7.75
24-Feb-24,fuel,22.43
19-Feb-24,MARKET,25.02
19-Feb-24,Sports,
4-Feb-24,sport,147.35
22-Feb-24,CLOTHING,250.47
29-Feb-24,Travel,194.02
28-Jan-24,Travel,602.42
20-Jan-24,misc,180.39
23-Jan-24,phone,14.79
23-Jan-24,miscellaneous,108.98
28-Jan-24,Coffee,3.98
31-Jan-24,supermarket,96.94
27-Jul-24,fuel,45.58
23-Jul-24,EVENT,88.89
4-Jul-24,Restuarant,46.19
20-Jul-24,taxi,25.2
1-Jul-24,Cafe,3.2
31-Jul-24,Supermarket,84.32
14-Jul-24,misc,17.41
31-Jul-24,TRAVEL,745.46
4-Jul-24,HEALTH,164.19
21-Jul-24,cafe,9.31
27-Jul-24,transport,21.67
7-Jun-24,Supermarket,54.29
9-Jun-24,market,113.01
4-Jun-24,Coffe,3.08
16-Jun-24,Biz Lunch,??
22-Jun-24,Restaurant,69.18
21-Jun-24,OTHER,156.36
27-Mar-24,clothing,209.29
24-Mar-24,Business Lunch,32.37
21-Mar-24,Clothes,284.94
19-Mar-24,car rental,107.99
19-Mar-24,Business_Lunch,94.06
8-Mar-24,Business_Lunch,94.86
18-May-24,Event,-14.09
30-May-24,Coffee,3.85
26-May-24,Misc,96.83
28-May-24,Coffee,4.62
19-May-24,Business_Lunch,29.57
27-Nov-24,education,??
1-Nov-24,Health,166.35
10-Nov-24,Film/Enjoyment,10.67
16-Nov-24,resto,74.01
7-Nov-24,events,89.83
18-Nov-24,TRAVEL,650.49
12-Nov-24,RESTAURANT,14.42
13-Nov-24,Transports,19.22
8-Oct-24,clothes,-32.45
27-Oct-24,other,51.13
7-Oct-24,Market,97.26
24-Oct-24,cab,13.05
1-Oct-24,healthcare,N/A
7-Oct-24,cab,41.77
3-Oct-24,fuel,57.06
23-Oct-24,Healthcare,239.8
26-Oct-24,market,97.4
6-Oct-24,clothing,185.16
4-Oct-24,Fuel,42.46
22-Oct-24,RESTAURANT,52.65
24-Oct-24,Transports,17.18
28-Sep-24,Transports,20.29
6-Sep-24,film,35.27
23-Sep-24,COFFEE,7.34
14-Sep-24,Restaurent,41.03
1-Sep-24,TRANSPORT,12.01
22-Sep-24,Entertainment,31.81
30-Sep-24,Restuarant,22.01
13-Sep-24,HEALTH,101.68
4-Sep-24,Fuel,94.63
8-Sep-24,Coffee,5.61
27-Sep-24,RESTAURANT,46.16
